"","PROLIFIC_PID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150"
"71","611c5e40b04f7302ae826235",73,75,82,76,75,74,73,83,72,78,71,81,76,85,49,74,70,61,77,82,64,74,77,64,70,67,48,69,83,60,61,70,78,71,82,65,56,65,86,64,56,67,78,79,78,67,81,71,69,68,60,67,67,73,74,74,75,63,73,75,66,80,63,74,83,74,64,63,73,77,69,66,60,53,60,66,80,69,61,68,80,72,77,68,71,67,67,70,62,79,57,61,79,75,52,64,56,68,68,60,68,77,59,84,80,76,65,67,67,81,68,69,67,71,72,68,66,72,72,72,72,60,58,65,55,72,82,78,72,63,75,56,74,64,67,75,66,60,58,67,65,71,66,62,71,77,70,65,65,68
"72","6020a97ae790606e1add320d",32,39,42,37,36,81,51,71,19,24,42,42,63,5,60,46,30,31,24,2,34,5,52,13,21,37,16,2,26,16,37,56,32,50,59,9,93,42,42,10,4,38,62,11,39,35,30,47,12,14,28,42,57,62,45,19,46,48,50,48,50,41,60,20,67,44,6,26,38,32,23,23,40,20,34,9,15,42,20,31,32,22,44,16,4,27,17,15,50,20,26,49,23,16,51,10,20,59,52,38,51,48,46,49,16,41,53,8,48,74,45,27,49,8,28,20,61,15,44,20,52,24,80,16,58,5,51,80,48,10,10,43,26,27,15,13,53,52,70,26,44,20,65,49,61,47,41,15,16,71
"73","610b679457bee69e470c1b0d",90,38,100,60,100,88,69,49,100,80,40,81,65,70,10,86,100,65,51,60,62,40,20,60,30,75,50,0,80,38,32,76,86,30,100,30,50,75,100,65,61,50,74,50,72,95,100,30,34,50,79,64,29,99,67,28,52,27,63,67,18,82,35,76,79,44,51,61,51,87,28,36,25,58,78,82,81,18,67,79,84,78,100,75,29,54,99,73,46,90,17,65,67,78,22,38,50,47,45,24,64,89,22,25,94,56,74,88,6,74,24,71,87,29,82,58,28,70,67,55,59,70,47,34,22,91,30,48,94,58,35,42,77,68,55,77,58,79,57,100,67,73,64,51,48,100,70,99,55,40
"74","63616640b17046286153dad8",32,38,70,70,82,65,35,40,69,72,42,54,42,40,42,35,60,52,38,53,44,58,48,40,44,34,38,32,44,59,48,72,47,37,59,31,30,47,84,49,33,40,23,59,79,70,71,43,59,59,46,56,40,69,64,61,37,59,48,73,44,76,69,52,78,31,34,60,36,47,28,32,31,27,33,69,71,34,36,41,77,55,52,38,57,41,67,65,53,69,32,35,56,80,31,26,56,22,30,51,40,48,45,28,75,56,42,50,41,83,25,64,39,57,39,55,40,72,30,37,38,45,26,39,43,63,31,70,51,59,47,45,64,71,33,67,38,45,44,73,44,56,36,46,33,67,76,72,47,32
"75","5a5ec648eedc32000142ce86",83,70,100,88,100,100,100,94,88,100,91,81,75,98,73,100,100,93,99,87,99,90,78,69,87,93,99,91,70,89,85,100,90,81,100,77,88,95,100,90,64,100,100,93,92,87,100,95,92,84,100,93,100,99,93,100,90,79,67,100,86,99,62,91,92,99,85,91,90,93,80,77,89,70,85,94,96,91,90,84,100,100,95,89,98,88,100,100,100,97,90,88,99,88,84,74,93,100,100,96,82,90,96,94,100,82,93,100,100,100,96,98,100,79,99,95,97,99,99,70,90,100,97,81,95,96,100,73,99,100,100,100,100,100,73,100,85,99,96,88,98,95,93,94,100,100,100,100,90,100
"76","655bff983e4e25b41dacae2e",73,47,60,48,37,65,65,38,69,39,60,84,63,56,77,37,46,50,37,54,50,43,60,52,43,43,65,61,64,60,34,77,55,28,53,51,56,55,56,39,37,65,52,66,55,75,43,40,61,55,73,52,34,61,60,51,27,66,71,59,38,42,44,60,57,36,38,56,39,46,36,54,53,38,38,29,63,35,36,56,64,33,44,62,75,62,63,55,43,60,23,43,59,73,34,30,64,27,29,35,62,62,60,36,60,46,62,35,41,77,38,63,55,44,65,64,27,52,52,35,51,51,64,62,38,61,34,41,63,62,76,38,61,65,34,57,54,67,35,76,59,56,29,57,28,38,63,31,37,34
"77","56a3211edbe850000bfcedc6",63,57,88,72,75,80,67,62,70,80,47,70,49,82,42,40,74,47,52,72,67,77,63,55,38,56,76,60,46,69,50,42,48,32,64,52,57,53,71,73,70,59,47,72,70,70,88,49,51,60,74,68,38,67,53,51,52,50,66,50,48,65,43,48,71,47,56,51,53,59,53,46,45,61,43,43,65,47,47,58,69,47,55,62,68,55,57,80,50,60,32,51,65,61,48,47,49,45,47,37,62,52,49,50,68,39,58,48,50,73,44,65,49,51,76,57,34,69,51,56,47,55,55,56,41,64,52,42,51,52,68,50,39,40,56,59,45,46,32,63,46,63,40,42,40,59,45,69,50,53
"78","614f2de48a5fdf9347f1cd4e",72,68,69,57,79,80,77,46,75,64,66,83,50,77,66,72,73,73,48,54,78,58,74,71,56,69,53,59,66,75,72,63,62,58,94,56,79,51,60,52,68,56,54,76,61,80,85,57,74,69,54,61,55,65,79,58,50,70,62,73,62,86,54,74,80,47,56,60,70,82,45,51,54,77,51,66,78,49,62,67,84,72,92,70,68,55,57,96,60,63,62,64,72,70,59,56,77,50,52,57,56,87,70,61,75,53,84,60,60,86,51,78,50,81,47,77,62,75,60,75,61,70,65,62,56,66,43,57,92,69,71,52,77,68,50,71,41,55,59,85,67,72,50,70,48,94,63,73,79,46
"79","654940915346b76d2dd9e61a",61,73,74,53,69,84,73,60,41,77,59,70,38,41,41,31,47,46,46,80,48,85,55,37,66,44,36,26,52,38,76,56,52,65,69,19,57,32,35,54,24,39,65,43,79,42,73,65,38,69,48,79,82,76,40,35,48,56,37,60,72,79,65,58,46,49,26,55,69,63,40,24,61,18,37,53,56,38,34,40,73,36,67,27,38,22,42,65,63,68,50,73,37,59,55,26,33,38,49,83,41,68,58,39,87,77,55,79,82,81,55,68,46,31,59,57,61,82,62,30,41,69,52,74,75,81,50,77,40,76,41,68,34,34,18,65,28,65,74,49,41,81,75,58,58,76,84,77,31,60
"80","5dbddfb8a7b7bc306f4f5daa",61,35,70,70,75,83,78,40,44,86,44,84,44,52,54,49,55,48,48,48,48,56,71,43,45,45,50,48,54,55,27,70,62,49,61,53,53,46,56,46,58,52,74,56,58,40,74,33,39,50,43,59,43,79,31,56,47,51,59,72,51,58,47,51,61,37,52,79,52,40,38,21,49,48,36,49,53,39,38,49,62,31,57,52,46,45,76,55,64,58,39,39,60,35,22,47,63,41,50,50,26,44,49,44,76,68,62,56,49,80,41,57,66,30,37,63,48,61,48,46,89,52,48,84,31,60,44,62,45,65,51,49,53,75,45,75,25,72,46,37,48,58,46,48,43,57,85,61,28,49
"81","63c18301a31679d3e3e39101",77,44,54,82,68,74,89,47,69,73,58,95,70,92,62,66,71,62,79,67,65,68,70,58,78,72,51,61,58,81,77,67,90,56,90,54,63,90,69,79,65,69,95,87,75,72,71,54,65,85,70,64,81,73,74,75,53,61,65,55,63,61,62,90,55,57,59,81,73,75,52,55,53,75,71,60,71,63,75,58,85,69,86,71,74,55,58,89,75,73,50,54,66,74,51,59,84,54,53,61,68,78,52,55,73,59,61,70,52,82,47,91,51,52,66,76,51,71,88,80,70,86,56,75,52,85,53,55,75,80,74,78,75,55,59,69,65,96,50,76,55,79,56,61,62,91,58,74,54,58
"82","646f74e17638d9361ed60551",58,47,51,100,93,99,92,48,92,88,46,84,28,93,28,92,94,95,35,98,71,96,39,30,97,50,48,50,13,46,45,100,80,95,98,47,17,34,91,46,32,30,87,93,82,66,32,77,39,82,90,99,90,85,50,31,89,31,35,82,89,94,87,84,90,41,77,46,87,91,44,51,37,62,28,86,90,38,37,50,90,70,88,91,88,25,89,79,77,91,88,80,90,86,28,82,37,37,78,92,28,83,24,53,92,50,37,81,82,83,34,86,82,29,81,30,81,87,24,30,88,37,35,79,39,94,39,95,96,91,96,92,89,95,20,95,20,89,93,94,42,92,96,26,19,92,94,92,15,83
"83","65980d658f33743dcc17d5ca",80,35,75,90,87,97,98,58,83,86,64,93,72,88,26,79,99,81,73,78,97,66,68,92,91,70,99,83,84,77,79,83,92,47,88,75,82,87,90,96,45,87,74,88,75,67,71,74,76,88,74,73,60,86,82,64,70,64,80,84,80,97,79,84,71,41,63,76,66,72,67,66,67,75,56,75,80,47,73,67,80,74,96,65,68,76,81,27,84,72,33,52,76,57,52,56,74,43,64,44,42,76,72,53,81,72,78,78,49,81,49,75,84,46,66,82,42,40,77,61,59,74,52,58,63,42,47,78,72,55,47,54,62,93,64,61,43,84,45,54,59,67,52,26,49,88,83,61,64,60
"84","5d2a3561d3edf900018016a1",80,83,81,87,82,90,90,82,83,87,86,88,92,82,75,82,83,83,84,81,81,80,87,87,86,84,81,79,80,86,79,74,80,85,85,82,71,79,92,72,78,85,86,84,86,83,91,87,83,87,82,81,83,89,83,77,83,82,85,82,86,83,85,83,85,84,87,91,85,83,83,83,78,84,83,79,83,80,83,82,89,86,83,87,91,89,87,87,88,87,83,84,89,86,81,84,84,89,87,86,89,87,79,91,88,86,84,88,82,89,82,88,83,83,83,86,81,84,84,84,83,84,80,85,82,84,89,87,84,84,92,84,89,86,88,83,90,87,80,84,79,83,86,83,89,92,86,87,85,92
"85","659c020f271b6b6ec7d3fc10",79,60,76,61,31,73,41,59,70,68,58,54,61,71,74,72,62,67,18,50,61,36,59,69,76,60,59,54,69,62,34,40,46,57,46,77,74,62,69,40,72,42,73,72,56,54,70,69,67,67,64,63,63,60,63,42,62,68,63,75,64,75,66,43,64,55,59,50,66,56,74,67,75,59,70,73,64,60,65,64,39,51,66,67,72,57,48,51,67,62,55,66,76,60,58,60,52,63,65,61,67,42,55,60,65,70,57,59,65,36,66,45,63,65,55,59,45,58,61,52,58,68,69,65,72,67,66,67,62,60,62,52,66,51,52,65,70,66,65,62,37,61,59,37,66,37,45,54,65,33
"86","5e3730e29367056cd1c6f168",60,66,66,83,72,80,71,50,59,76,62,58,67,91,39,78,60,72,71,70,75,70,66,55,58,58,49,46,57,63,68,65,64,62,68,60,63,53,73,67,63,55,72,68,85,67,66,66,65,74,55,87,68,65,64,57,57,57,61,65,68,72,57,62,68,58,56,61,71,61,56,44,53,43,41,62,77,59,56,68,86,54,66,60,74,55,64,72,60,84,62,65,72,71,59,44,57,57,62,65,63,73,72,66,91,73,63,62,63,83,57,68,72,62,68,68,71,92,77,49,55,68,58,46,73,77,54,50,68,65,81,63,78,67,56,95,48,67,68,68,65,85,63,51,65,67,67,64,54,66
"87","60f6cbe36e82179b2ff5b808",62,61,74,60,76,80,80,55,70,70,72,74,64,58,64,50,72,70,67,72,34,72,65,66,71,62,75,58,64,71,45,72,75,55,78,57,60,68,60,70,71,70,70,55,75,65,76,50,70,70,70,71,77,75,68,65,64,60,65,65,79,74,50,75,70,52,50,65,75,78,60,60,60,64,62,73,66,60,60,60,80,73,75,70,57,51,53,76,60,71,45,59,75,79,45,60,64,65,72,76,51,76,50,60,70,42,70,75,74,80,56,75,47,55,70,70,50,59,80,52,65,70,60,70,50,74,66,53,67,72,53,67,71,63,54,70,55,72,53,76,69,72,70,50,65,77,55,78,59,67
"88","604ba3e00588111bec4a4184",59,52,38,50,64,74,59,23,43,62,43,61,35,56,48,56,48,45,35,42,48,57,55,51,44,51,55,50,55,56,44,63,50,36,62,58,41,37,68,55,49,40,57,58,61,53,36,60,56,51,54,56,29,50,62,50,24,61,58,71,50,51,34,67,60,28,59,64,26,61,22,42,38,47,27,42,57,23,44,62,65,51,37,51,42,42,40,31,39,49,42,31,61,48,27,44,56,27,41,42,52,46,50,36,51,50,51,50,40,72,28,57,62,52,51,50,35,47,41,49,46,59,41,61,26,57,24,51,52,50,36,35,53,40,43,51,40,48,36,50,35,51,38,52,27,39,50,48,53,36
"89","5d1cd7474fc2f10001728dde",59,35,44,70,26,85,58,69,63,8,51,81,37,70,40,41,61,25,31,15,56,18,62,43,21,62,28,40,41,56,22,48,25,57,34,63,18,61,80,45,40,42,44,56,76,74,62,43,39,23,58,31,51,77,63,42,58,47,68,56,47,27,58,41,55,39,32,51,51,43,37,33,20,32,31,29,19,30,35,25,67,59,60,40,59,49,51,28,50,32,38,38,66,63,44,35,47,36,35,48,38,61,29,57,26,54,38,42,57,73,57,53,50,35,43,57,39,35,35,57,69,79,36,51,39,31,58,62,61,48,62,28,58,36,34,17,45,46,49,75,40,35,42,35,51,46,40,60,37,55
"90","64e24ae55add4e83a04048d7",89,48,96,95,80,93,85,43,63,97,50,81,85,86,58,75,94,62,63,79,54,88,85,59,95,87,75,68,60,45,49,81,90,35,90,60,83,67,92,68,74,53,95,87,93,70,93,40,57,90,57,95,75,88,93,81,70,56,48,78,75,85,40,92,90,64,80,78,90,85,45,49,90,76,35,70,91,53,37,79,75,40,85,62,65,50,75,85,90,85,50,65,85,50,45,60,35,45,60,90,45,90,65,55,95,50,70,60,65,80,65,80,55,45,65,85,70,85,70,75,65,75,85,80,45,95,65,65,85,75,85,65,90,85,50,95,50,90,75,70,55,85,65,60,55,90,75,80,60,70
"91","5694e7b5e0c800000b5a3841",80,34,80,47,63,99,61,57,67,62,48,99,84,47,25,71,60,32,78,27,77,90,70,35,83,58,98,78,42,78,88,90,84,79,78,49,57,76,79,80,50,82,79,40,73,59,83,54,25,89,55,44,80,78,64,82,70,46,51,70,33,85,50,63,29,70,23,50,84,74,46,42,34,25,50,53,38,40,78,59,82,72,84,64,35,35,61,84,67,85,39,54,61,59,60,31,69,55,74,31,41,67,18,75,47,43,76,71,63,78,44,43,67,40,46,63,75,77,81,24,32,69,58,47,57,47,74,28,60,64,44,66,48,49,41,46,24,71,68,63,41,91,74,27,67,82,34,75,15,71
"92","5dc8465ad362415b3383405f",69,79,60,80,75,90,71,79,55,83,51,67,63,92,66,32,55,35,61,86,73,73,94,27,38,55,72,82,82,86,60,71,78,59,55,68,62,63,78,41,72,74,62,73,85,38,64,61,41,76,76,76,40,82,50,72,53,61,78,76,62,68,65,65,83,60,55,69,79,61,39,59,70,58,44,56,60,38,39,82,79,53,42,66,71,54,76,42,61,78,39,36,59,54,57,60,79,45,53,53,75,59,70,70,68,69,75,69,66,74,55,75,68,56,75,51,62,80,70,64,63,68,60,71,68,81,72,60,66,80,72,24,64,70,58,79,69,67,65,57,69,83,62,77,55,58,66,69,47,61
"93","5e5165d2f1ecb418da9c2db7",51,16,37,70,56,55,58,36,69,63,53,77,56,57,34,62,5,13,49,38,60,36,76,12,57,5,29,37,48,38,35,58,19,50,32,47,58,58,62,59,9,41,29,71,63,28,20,58,3,81,48,55,48,66,10,46,53,51,48,56,29,8,40,14,71,33,47,37,63,11,56,13,50,12,29,25,68,45,32,65,42,24,5,55,33,15,55,18,43,58,29,47,56,8,35,11,35,49,54,13,21,9,52,47,59,43,58,60,44,19,44,56,56,16,25,4,24,59,64,4,73,48,55,54,50,60,40,56,27,52,36,29,53,43,8,54,30,48,43,30,59,74,51,39,42,21,43,59,2,46
"94","58350bfe8f7d460001e8ba7f",71,54,54,62,64,61,93,67,34,64,36,70,69,53,31,51,55,36,82,31,55,31,54,43,70,53,74,48,63,70,49,80,77,63,68,49,70,47,81,31,49,86,63,37,48,62,57,46,55,32,52,33,51,39,51,67,64,32,50,69,74,65,42,39,61,67,38,59,75,42,35,46,40,41,65,34,46,62,50,59,31,49,52,41,35,50,67,68,76,55,70,52,64,65,40,26,69,66,80,73,22,63,30,74,50,48,67,77,73,75,55,67,69,77,62,67,75,34,82,37,35,78,39,66,43,33,71,78,66,56,37,70,54,64,39,60,73,72,57,46,52,67,66,59,64,66,89,65,41,80
"95","609e46e5cb0af2f5cbe1571c",70,60,70,75,80,75,80,85,70,70,80,80,70,65,60,65,65,80,75,65,75,70,65,65,70,65,60,75,75,80,80,80,70,60,80,65,80,75,70,75,65,80,80,70,65,65,75,80,75,75,70,75,80,70,65,75,75,80,70,75,85,80,75,75,80,80,70,75,80,70,70,60,60,65,60,80,70,65,70,60,70,60,65,75,65,65,65,70,75,70,70,70,65,75,70,65,65,65,75,75,60,70,75,70,70,75,70,80,75,70,70,70,70,70,70,65,75,70,65,60,65,75,65,75,75,70,75,70,60,70,65,75,65,70,60,65,70,70,70,70,70,70,75,65,75,80,75,75,65,70
"96","64013d507ab5a4cdc0c1a29a",78,43,82,79,74,100,81,65,78,98,87,33,31,74,69,32,32,35,30,12,42,32,10,19,39,46,31,38,11,61,43,100,36,35,76,35,66,32,100,39,0,34,67,96,79,86,100,61,35,48,22,66,78,69,47,48,71,79,53,70,100,71,70,76,70,34,51,72,71,68,34,33,44,0,30,48,100,36,42,88,64,27,64,24,84,19,95,90,31,75,4,18,30,37,38,21,36,29,38,78,30,72,89,16,91,38,85,38,74,29,18,40,19,46,5,11,83,77,24,7,27,63,76,31,19,39,21,35,50,27,100,25,66,93,12,100,0,82,85,16,100,13,57,100,3,100,83,84,30,21
"97","584626b7e0ba710001a47438",68,79,63,70,76,77,67,69,78,76,73,45,78,81,78,63,55,70,60,68,77,63,86,89,59,78,40,50,48,69,69,75,47,50,84,59,72,74,67,88,75,51,68,50,64,69,56,52,67,50,40,59,56,54,64,74,57,52,53,54,48,63,70,32,61,60,63,64,47,67,44,45,44,63,62,60,74,43,56,65,65,50,48,62,48,54,32,80,59,54,46,64,56,62,56,52,50,47,61,65,43,66,47,55,71,50,51,54,44,60,53,68,62,47,51,64,47,74,70,51,59,64,57,68,51,65,64,56,44,71,44,58,63,64,48,41,50,56,63,56,51,74,56,73,66,53,67,66,57,82
"98","657db898123170e6d628b675",55,47,35,65,45,55,55,25,55,70,51,48,20,48,45,32,29,28,20,54,47,48,51,17,41,28,52,28,58,60,40,48,51,33,37,37,55,18,41,40,46,25,56,50,65,53,32,56,23,55,55,60,52,55,45,47,9,54,54,56,42,27,24,54,36,12,16,58,45,46,18,34,59,38,22,39,54,18,39,57,59,54,37,57,55,53,57,39,53,63,34,41,43,53,40,30,56,11,12,41,24,51,64,13,56,30,56,59,45,60,9,57,52,21,59,55,26,60,43,41,56,52,54,56,47,61,8,18,59,62,56,42,45,58,27,63,27,60,25,56,65,64,46,61,6,37,60,62,16,15
"99","65085fb91a4cb8bd22420fef",79,75,64,66,72,72,63,81,80,78,65,77,71,83,81,67,76,67,66,75,81,86,69,84,84,66,78,76,60,54,85,63,83,62,67,69,78,88,67,68,83,86,81,82,88,77,82,87,79,65,84,84,78,82,82,80,85,44,89,79,80,82,71,78,85,71,39,65,85,84,83,83,69,82,81,76,96,83,82,83,82,99,84,68,89,82,87,80,85,81,76,71,75,81,69,84,82,87,72,87,87,68,69,81,75,88,89,72,80,95,88,99,87,86,88,96,91,70,92,78,87,87,87,90,87,85,89,87,75,71,85,85,64,91,90,78,71,69,80,85,76,96,87,90,92,100,86,87,95,85
"100","5ee2e7bf21501a83d55642cd",75,78,72,80,88,88,88,82,81,84,85,80,78,85,68,85,87,75,86,71,83,79,79,84,88,81,89,85,83,88,83,80,86,87,76,84,62,79,85,77,79,87,87,79,77,83,79,81,81,79,88,78,80,86,83,83,85,84,86,85,72,83,86,83,84,86,80,88,84,87,72,83,67,80,80,84,67,80,80,74,81,83,84,87,80,82,83,81,87,78,70,74,83,80,81,81,82,81,81,68,84,82,75,76,83,87,77,83,80,87,81,85,84,74,79,83,71,83,83,78,81,84,71,84,83,80,78,86,85,80,81,74,83,79,81,73,83,80,68,82,79,79,78,77,80,81,75,82,82,82
"101","6314c1e76c3f71e2127f1976",76,43,64,64,51,40,54,61,37,55,41,46,40,67,41,53,38,52,55,61,57,60,57,52,49,36,72,82,49,42,46,60,50,53,44,45,50,40,82,48,38,35,51,61,65,37,59,49,41,53,61,61,51,52,45,45,54,46,50,53,68,54,51,48,57,49,46,47,48,45,40,43,40,42,48,50,56,36,46,50,60,46,49,53,60,36,51,54,49,58,35,50,60,40,43,45,39,38,47,57,44,51,46,44,54,52,48,50,50,53,41,52,49,53,55,44,51,61,50,42,49,48,51,45,40,56,48,47,50,49,58,48,52,48,40,56,45,43,51,38,48,53,52,53,48,52,55,49,38,51
"102","5efb37df80745a0577feb997",48,51,58,51,67,78,48,55,88,59,68,62,43,74,58,51,64,58,40,47,57,49,49,38,44,49,68,63,64,58,47,52,72,39,43,46,51,68,59,71,45,46,62,74,56,85,60,53,41,57,83,63,49,54,68,70,42,49,48,52,46,58,38,87,62,46,40,51,53,73,35,46,49,41,60,51,62,42,47,53,80,57,58,51,75,47,54,56,51,61,45,45,56,82,41,48,52,45,44,51,45,69,53,51,56,53,47,66,52,85,53,64,56,49,68,77,45,56,70,58,47,54,51,53,45,69,50,55,88,66,79,66,63,63,47,53,40,66,47,81,50,77,52,48,52,70,54,62,41,43
"103","61705dad05413013eb3d7d00",50,70,83,62,68,72,40,33,75,83,52,70,27,66,43,66,71,66,83,66,40,67,80,64,81,55,88,71,77,55,86,76,81,29,82,71,63,80,75,93,51,38,71,78,67,65,78,47,70,74,84,65,51,83,82,85,49,58,80,68,51,75,82,80,85,42,71,77,67,66,48,74,86,77,74,63,76,42,63,64,94,67,68,71,79,73,71,78,93,71,70,53,74,76,79,73,82,50,45,46,73,84,66,68,88,77,75,68,52,78,48,68,46,79,90,84,44,79,91,74,79,75,50,71,56,75,39,86,42,92,85,42,91,79,92,83,82,54,53,85,66,75,46,54,41,66,78,48,76,38
"104","6140d7cdf9bc6016591c2878",83,89,90,71,88,92,91,91,90,87,81,89,89,90,83,86,91,71,89,66,86,76,86,87,86,89,83,86,87,86,89,82,92,80,91,86,72,90,90,89,90,90,89,88,79,91,92,89,88,62,83,64,75,87,90,87,89,64,86,86,66,93,88,91,90,89,89,89,75,90,84,86,65,90,90,74,74,86,87,66,90,90,93,87,90,86,89,90,91,74,84,82,90,89,89,89,86,87,90,65,87,91,67,91,85,87,78,80,84,91,85,89,90,89,83,89,80,68,91,88,86,88,72,86,88,76,91,87,90,89,90,78,90,89,89,77,89,90,75,92,68,67,80,66,90,93,87,76,90,89
"105","5e3064f14234ff063ebedcc6",96,92,34,90,65,96,96,77,32,93,60,94,85,91,19,30,19,14,83,18,28,21,86,22,22,67,18,70,71,75,22,95,25,28,94,33,49,19,92,17,23,81,92,87,93,55,23,93,36,94,59,70,73,86,79,86,87,26,75,92,27,97,85,43,89,64,80,24,21,62,5,33,77,5,63,26,24,22,10,33,93,3,79,23,88,32,4,8,87,38,21,5,62,80,9,27,79,64,86,24,63,33,41,38,92,77,33,40,33,93,28,76,70,3,63,34,21,73,34,9,74,78,59,42,11,43,36,25,12,70,96,9,32,1,11,7,17,85,18,41,36,21,28,27,87,92,92,32,20,72
"106","61036b50ca5be39e19acdc3d",45,63,60,66,64,76,69,52,74,64,56,78,61,76,56,81,78,52,59,69,68,57,71,63,58,62,65,51,71,70,57,71,80,64,81,55,54,72,81,58,71,62,63,77,68,92,68,68,67,66,66,71,71,73,81,66,67,58,71,71,63,89,55,76,83,69,55,76,66,85,64,67,55,82,70,66,70,62,63,56,85,80,84,72,76,80,68,72,70,74,52,63,78,92,55,56,68,63,63,62,73,84,74,65,67,77,64,74,65,85,65,75,60,67,77,77,70,77,70,85,60,70,51,66,54,70,53,64,83,61,82,56,85,70,55,71,66,70,60,85,61,69,63,49,50,80,69,56,67,59
